# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 11 12:33:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag
HD 24064 b,HD 24064,1,1,1,Radial Velocity,2015,535.59998000,1.290000,,,4096.82870,12.89000,Msini,0.350000,,,,4052.00,40.00,1.61,-0.490,[Fe/H],1.44,,03h56m36.24s,59.1510071,+74d04m48.28s,74.0800789,300.2470000,8.3960000,6.7461600
HD 24085 b,HD 24085,1,1,1,Radial Velocity,2019,2.04550000,0.034000,,,11.80000,0.03713,Msini,0.220000,,,G0 V,6034.00,,1.22,,,,,03h45m01.52s,56.2563447,-70d01m28.27s,-70.0245193,54.9004000,8.1640000,7.5700000
HD 25015 b,HD 25015,1,1,1,Radial Velocity,2019,6134.42700000,6.248000,,,2884.92845,9.07700,Mass,0.341000,,,,,,0.86,,,,,03h57m44.05s,59.4335463,-20d16m02.40s,-20.2673347,37.4330000,9.7900000,8.8700000
HD 25171 b,HD 25171,1,2,1,Radial Velocity,2010,1802.29000000,2.971000,,,290.81445,0.91500,Msini,0.042000,,,,6125.00,1.23,1.08,-0.120,[Fe/H],4.26,4.802,03h55m49.79s,58.9574779,-65d11m10.77s,-65.1863239,55.6146000,8.2800000,7.7700000
HD 25723 b,HD 25723,1,1,1,Radial Velocity,2020,457.01000000,1.490000,,,794.57102,2.50000,Msini,0.040000,,,K1 III,4766.00,13.76,2.12,-0.030,[Fe/H],2.50,0.950,04h04m22.73s,61.0947182,-12d47m32.01s,-12.7922241,114.8160000,6.6900000,5.6007500
HD 25912 b,HD 25912,1,1,2,Radial Velocity,2022,41.83156000,0.242000,,,38.13941,0.12000,Msini,0.050000,,,,,,1.08,,,,,04h03m37.80s,60.9074988,-51d55m53.42s,-51.9315058,49.1661000,8.8020000,8.2000000
HD 25912 c,HD 25912,1,1,2,Radial Velocity,2022,26308.65619000,17.848000,,,5252.75008,16.52700,Mass,0.051000,,,,,,1.08,,,,,04h03m37.80s,60.9074988,-51d55m53.42s,-51.9315058,49.1661000,8.8020000,8.2000000
HD 260655 b,HD 260655,1,1,2,Transit,2022,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,Mass,0.039000,42.20,709,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],5.20,5.000,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,11.0410000,9.6300000
HD 260655 c,HD 260655,1,1,2,Transit,2022,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,Mass,0.038000,16.10,557,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],5.20,5.000,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,11.0410000,9.6300000
HD 26161 b,HD 26161,1,1,1,Radial Velocity,2021,10942.29013000,10.087000,,,9045.39646,28.46000,Mass,0.922000,,,,,,1.12,,,,,04h09m38.93s,62.4122255,+31d39m08.76s,31.6524346,40.9128000,7.4230000,6.8933300
HD 2638 b,HD 2638,1,3,1,Radial Velocity,2005,3.44420000,0.040000,,,133.48860,0.42000,Msini,0.000000,,,,5186.00,0.94,0.77,0.130,[Fe/H],4.38,,00h29m59.76s,7.4990038,-05d45m53.86s,-5.7649600,54.9621000,10.3070000,9.4400000
HD 2685 b,HD 2685,1,1,1,Transit,2019,4.12688000,0.056800,16.141,1.440,371.86110,1.17000,Mass,0.091000,,2061,,6801.00,1.56,1.43,0.020,[Fe/H],4.21,1.310,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320,196.8520000,10.0470000,9.5950000
HD 26965 b,HD 26965,1,3,1,Radial Velocity,2018,42.37800000,,,,8.47000,0.02665,Msini,0.040000,,,K0 V,5072.00,0.87,0.78,-0.420,[Fe/H],4.45,6.900,04h15m13.98s,63.8082666,-07d40m03.37s,-7.6676027,5.0354500,,4.4201800
HD 27442 b,HD 27442,1,2,1,Radial Velocity,2000,428.10000000,1.271000,,,495.80000,1.56000,Msini,0.060000,,,,4846.00,,1.23,0.420,[Fe/H],3.78,,04h16m28.93s,64.1205476,-59d18m10.36s,-59.3028771,18.2704000,5.5180000,4.4400000
HD 27631 b,HD 27631,1,1,1,Radial Velocity,2012,2198.14000000,3.242000,,,474.83802,1.49400,Msini,0.141000,,,,5737.00,0.92,0.94,-0.120,[Fe/H],4.46,4.010,04h19m45.41s,64.9392168,-41d57m38.38s,-41.9606604,50.2862000,8.9150000,8.2600000
HD 27894 b,HD 27894,1,1,3,Radial Velocity,2005,18.01939000,0.125000,,,196.73578,0.61900,Msini,0.047000,,,,,,0.81,,,,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,10.3130000,9.3600000
HD 27894 c,HD 27894,1,1,3,Radial Velocity,2017,36.07000000,0.198000,,,51.48846,0.16200,Msini,0.015000,,,K2 V,,,0.80,0.300,[Fe/H],,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,10.3130000,9.3600000
HD 27894 d,HD 27894,1,1,3,Radial Velocity,2017,5019.54244000,5.362000,,,2063.65985,6.49300,Mass,0.343000,,,,,,0.81,,,,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,10.3130000,9.3600000
HD 27969 b,HD 27969,1,1,1,Radial Velocity,2021,654.50000000,1.552000,,,1525.57635,4.80000,Msini,0.182000,0.76,261,G0 V,5966.00,1.27,1.16,0.180,[Fe/H],4.12,,04h26m49.64s,66.7068364,+42d54m31.39s,42.9087200,67.9328000,8.2850000,7.6600000
HD 28109 b,HD 28109,1,1,3,Transit,2022,22.89104000,0.135700,2.199,0.196,18.49600,0.05819,Mass,0.330700,,881,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,1.100,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,10.2990000,9.4200000
HD 28109 c,HD 28109,1,1,3,Transit,2022,56.00819000,0.308000,4.230,0.377,7.94300,0.02499,Mass,0.120300,,585,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,1.100,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,10.2990000,9.4200000
HD 28109 d,HD 28109,1,1,3,Transit,2022,84.25999000,0.411000,3.250,0.290,5.68100,0.01787,Mass,0.086400,,506,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,1.100,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,10.2990000,9.4200000
HD 28185 b,HD 28185,1,1,2,Radial Velocity,2001,385.52775000,1.035000,,,1855.16441,5.83700,Msini,0.055000,,,,,,0.99,,,,,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809000,8.4850000,7.8000000
HD 28185 c,HD 28185,1,1,2,Radial Velocity,2022,17417.92079000,13.176000,,,6241.83209,19.63900,Mass,0.120000,,,,,,0.99,,,,,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809000,8.4850000,7.8000000
HD 28192 b,HD 28192,1,1,1,Radial Velocity,2022,14.23283000,0.118000,,,99.79812,0.31400,Msini,0.104000,,,,,,1.08,,,,,04h26m48.78s,66.7032517,-01d43m28.14s,-1.7244842,49.8063000,8.6670000,8.0600000
HD 28254 b,HD 28254,1,2,1,Radial Velocity,2010,1333.00000000,2.450000,,,1207.74795,3.80000,Mass,0.950000,,,G5 V,,,1.10,,,,6.000,04h24m50.60s,66.2108141,-50d37m22.11s,-50.6228081,55.2884000,8.4400000,7.6900000
HD 285507 b,HD 285507,1,1,1,Radial Velocity,2013,6.08810000,0.060000,,,311.47340,0.98000,Msini,0.090000,,,,4503.00,0.69,0.82,0.130,[Fe/H],4.67,,04h07m01.36s,61.7556630,+15d20m05.80s,15.3349441,45.0293000,11.6030000,10.4900000
HD 285968 b,HD 285968,1,1,1,Radial Velocity,2008,8.78360000,0.066000,,,8.40000,0.02600,Msini,0.000000,,450,M2 V,,,0.50,-0.100,[Fe/H],,,04h42m56.49s,70.7353853,+18d57m12.09s,18.9533580,9.4704500,11.4010000,9.9500000
HD 28678 b,HD 28678,1,1,1,Radial Velocity,2011,380.20000000,1.180000,,,490.09386,1.54200,Msini,0.149000,,,,4972.00,6.48,1.53,,,3.06,,04h31m25.46s,67.8560643,+04d34m30.90s,4.5752495,189.9080000,9.4130000,8.3800000
HD 29021 b,HD 29021,1,1,1,Radial Velocity,2017,1362.30000000,2.280000,,,762.79200,2.40000,Msini,0.459000,,,G5,5560.00,0.85,0.85,-0.240,[Fe/H],4.44,7.400,04h37m52.35s,69.4681379,+60d40m34.67s,60.6762985,30.9939000,8.4550000,7.7600000
HD 290327 b,HD 290327,1,1,1,Radial Velocity,2009,2443.00000000,3.430000,,,772.32690,2.43000,Msini,0.080000,,,,5505.00,0.95,0.84,-0.140,[Fe/H],4.41,,05h23m21.60s,80.8399887,-02d16m40.94s,-2.2780391,56.4330000,9.6580000,8.9900000
HD 29399 b,HD 29399,1,1,1,Radial Velocity,2022,892.70000000,1.913000,,,498.99060,1.57000,Msini,0.050000,,,K1 III,4845.00,4.50,1.17,0.140,[Fe/H],3.25,6.200,04h33m33.68s,68.3903471,-62d49m25.53s,-62.8237576,44.1518000,6.8230000,5.7900000
HD 2952 b,HD 2952,1,1,1,Radial Velocity,2013,312.08000000,1.117000,,,284.77425,0.89600,Msini,0.269000,,,K0 III,4853.00,10.90,1.91,0.000,[Fe/H],2.65,,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,110.1030000,6.9600000,5.9258000
HD 29985 b,HD 29985,1,1,1,Radial Velocity,2022,20608.14049000,13.390000,,,1739.47487,5.47300,Mass,0.261000,,,,,,0.75,,,,,04h42m05.20s,70.5216589,-33d55m15.85s,-33.9210696,31.2707000,11.1290000,9.9800000
HD 30177 b,HD 30177,1,1,2,Radial Velocity,2002,2514.53422000,3.604000,,,2670.71210,8.40300,Mass,0.207000,,,,,,0.98,,,,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867000,9.1810000,8.4100000
HD 30177 c,HD 30177,1,1,2,Radial Velocity,2016,12085.45186000,10.258000,,,1954.64470,6.15000,Mass,0.039000,,,,,,0.98,,,,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867000,9.1810000,8.4100000
HD 30562 b,HD 30562,1,1,1,Radial Velocity,2009,1157.00000000,2.340000,,,387.75260,1.22000,Msini,0.760000,,,,5882.00,1.61,1.12,0.200,[Fe/H],4.07,,04h48m36.71s,72.1529519,-05d40m30.41s,-5.6751152,26.1597000,6.3950000,5.7746600
HD 30669 b,HD 30669,1,1,1,Radial Velocity,2014,1684.00000000,2.690000,,,149.37000,0.47000,Msini,0.180000,,,G9 V,5400.00,0.91,0.92,0.130,[Fe/H],4.37,4.800,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844000,9.8390000,9.1200000
HD 30856 b,HD 30856,1,2,1,Radial Velocity,2011,847.00000000,1.850000,,,491.68301,1.54700,Msini,0.061000,,,,4895.00,4.40,1.17,,,3.20,,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,131.1990000,8.8020000,7.9100000
HD 31253 b,HD 31253,1,1,1,Radial Velocity,2010,466.00000000,1.260000,,,197.05460,0.62000,Msini,0.300000,,,,6130.00,1.75,1.70,0.170,[Fe/H],4.18,,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438000,7.7130000,7.1326600
HD 31527 b,HD 31527,1,1,3,Radial Velocity,2019,16.55350000,0.125400,,,10.47000,0.03290,Msini,0.100000,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],4.45,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,8.0720000,7.4900000
HD 31527 c,HD 31527,1,1,3,Radial Velocity,2019,51.20530000,0.266300,,,14.16000,0.04450,Msini,0.040000,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],4.45,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,8.0720000,7.4900000
HD 31527 d,HD 31527,1,1,3,Radial Velocity,2019,271.67370000,0.809800,,,11.82000,0.03720,Msini,0.240000,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],4.45,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,8.0720000,7.4900000
HD 3167 b,HD 3167,1,1,4,Transit,2016,0.95964100,0.017960,1.670,0.149,4.97000,0.01564,Mass,0.000000,1650.00,1774,,5261.00,0.88,0.84,0.040,[Fe/H],,7.800,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,9.7670000,8.9700000
HD 3167 c,HD 3167,1,1,4,Transit,2016,29.84540000,0.177600,3.000,0.268,11.13000,0.03502,Mass,0.060000,16.90,564,,5261.00,0.88,0.84,0.040,[Fe/H],,7.800,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,9.7670000,8.9700000
HD 3167 d,HD 3167,1,1,4,Radial Velocity,2017,8.41120000,0.076300,,,4.33000,0.01362,Msini,0.120000,,,,5261.00,0.88,0.84,0.040,[Fe/H],,7.800,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,9.7670000,8.9700000
HD 3167 e,HD 3167,1,1,4,Radial Velocity,2022,96.63000000,0.388500,,,8.41000,0.02646,Msini,0.150000,,,,5261.00,0.88,0.84,0.040,[Fe/H],,7.800,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,9.7670000,8.9700000
HD 32518 b,HD 32518,1,1,1,Radial Velocity,2009,157.35000000,0.594000,,,905.49313,2.84900,Msini,0.028000,,,K1 III,4580.00,10.22,1.13,-0.150,[Fe/H],2.10,5.830,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.1150000,7.5300000,6.4300500
HD 32963 b,HD 32963,1,1,1,Radial Velocity,2015,2372.00000000,3.410000,,,222.48100,0.70000,Msini,0.070000,,,,5727.00,,0.94,0.110,[Fe/H],4.41,4.990,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,38.0786000,8.2700010,7.6000000
HD 330075 b,HD 330075,1,1,1,Radial Velocity,2004,3.38773000,0.040000,,,152.55840,0.48000,Msini,0.000000,,,,5000.00,0.84,0.47,0.050,[Fe/H],4.26,,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,45.2989000,10.3560000,9.3600000
HD 331093 b,HD 331093,1,1,1,Radial Velocity,2021,621.62000000,1.440000,,,476.74261,1.50000,Msini,0.590000,,,K0,5544.00,,1.03,0.170,[Fe/H],4.20,,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.1928000,9.1430000,8.3800000
HD 33142 b,HD 33142,1,1,3,Radial Velocity,2011,330.00000000,1.074000,,,400.46379,1.26000,Msini,0.049000,,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],3.38,2.720,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,8.8630000,7.9600000
HD 33142 c,HD 33142,1,1,3,Radial Velocity,2018,810.20000000,1.955000,,,282.86728,0.89000,Msini,0.081000,,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],3.38,2.720,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,8.8630000,7.9600000
HD 33142 d,HD 33142,1,1,3,Radial Velocity,2022,89.90000000,0.452000,,,63.56568,0.20000,Msini,0.191000,,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],3.38,2.720,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,8.8630000,7.9600000
HD 332231 b,HD 332231,1,1,1,Transit,2020,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,Mass,0.032000,98.09,876,F8,6089.00,1.28,1.13,0.036,[Fe/H],4.28,4.300,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,9.1140000,8.5580000
HD 33283 b,HD 33283,1,2,1,Radial Velocity,2006,18.19910000,0.150800,,,104.56607,0.32900,Msini,0.399000,,,G3/G5 V,5935.00,1.97,1.38,0.350,[Fe/H],,3.630,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,8.6750000,8.0500000
HD 33564 b,HD 33564,1,1,1,Radial Velocity,2005,388.00000000,1.100000,,,2892.10000,9.10000,Msini,0.340000,,,F6 V,6250.00,,1.25,-0.120,[Fe/H],4.00,3.000,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,20.9531000,5.5630000,5.1011100
HD 33844 b,HD 33844,1,1,2,Radial Velocity,2015,551.40002000,1.600000,,,638.83830,2.01000,Msini,0.150000,,,,4861.00,5.39,1.84,0.270,[Fe/H],3.24,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,8.3320000,7.2900000
HD 33844 c,HD 33844,1,1,2,Radial Velocity,2015,916.00000000,2.240000,,,556.20250,1.75000,Msini,0.130000,,,K0 III,4861.00,5.29,1.78,0.270,[Fe/H],3.24,1.880,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,8.3320000,7.2900000
HD 34445 b,HD 34445,1,1,6,Radial Velocity,2009,1049.00000000,2.070000,,,260.62060,0.82000,Msini,0.270000,,,,5879.00,1.38,1.14,0.180,[Fe/H],4.21,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 34445 c,HD 34445,1,1,6,Radial Velocity,2017,214.67000000,0.718100,,,53.50000,0.16800,Msini,0.036000,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],4.21,8.500,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 34445 d,HD 34445,1,1,6,Radial Velocity,2017,117.87000000,0.481700,,,30.70000,0.09700,Msini,0.027000,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],4.21,8.500,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 34445 e,HD 34445,1,1,6,Radial Velocity,2017,49.17500000,0.268700,,,16.80000,0.05290,Msini,0.090000,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],4.21,8.500,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 34445 f,HD 34445,1,1,6,Radial Velocity,2017,676.80000000,1.543000,,,37.90000,0.11900,Msini,0.031000,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],4.21,8.500,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 34445 g,HD 34445,1,1,6,Radial Velocity,2017,5700.00000000,6.360000,,,120.60000,0.38000,Msini,0.032000,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],4.21,8.500,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.9690000,7.3100000
HD 35759 b,HD 35759,1,1,1,Radial Velocity,2016,82.46700000,0.389000,,,1195.04080,3.76000,Msini,0.389000,,,G0,6060.00,,1.15,0.040,[Fe/H],4.24,,05h31m33.28s,82.8886636,+64d19m06.15s,64.3183753,71.2423000,8.3290010,7.7400000
HD 360 b,HD 360,1,1,1,Radial Velocity,2021,273.10000000,0.980000,,,238.37131,0.75000,Msini,0.139000,,,G8 III,4770.00,10.86,1.69,-0.060,[Fe/H],2.59,,00h08m17.50s,2.0729030,-08d49m27.34s,-8.8242618,111.5420000,7.0220000,5.9860000
HD 36384 b,HD 36384,1,1,1,Radial Velocity,2023,490.00000000,1.300000,,,2097.66749,6.60000,Msini,0.200000,,,M0 III,3940.00,38.40,1.14,-0.160,[Fe/H],1.10,0.113,05h39m43.68s,84.9319998,+75d02m38.36s,75.0439884,209.3090000,7.7630000,6.1883900
HD 3651 b,HD 3651,1,1,1,Radial Velocity,2003,62.25000000,0.295000,,,72.46524,0.22800,Msini,0.645000,,,,5221.00,,0.80,,,4.45,,00h39m21.29s,9.8387218,+21d14m55.98s,21.2488844,11.1336000,6.7440000,5.8843700
HD 37124 b,HD 37124,1,1,3,Radial Velocity,2002,154.37800000,0.533640,,,214.53525,0.67500,Msini,0.054000,,,G4 V,,,0.85,-0.440,[Fe/H],,,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,8.3440000,7.6800000
HD 37124 c,HD 37124,1,1,3,Radial Velocity,2002,885.50000000,1.710000,,,207.22516,0.65200,Msini,0.125000,,,G4 V,,,0.85,-0.440,[Fe/H],,,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,8.3440000,7.6800000
HD 37124 d,HD 37124,1,1,3,Radial Velocity,2005,1862.00000000,2.807000,,,221.20968,0.69600,Msini,0.160000,,,G4 V,,,0.85,-0.440,[Fe/H],,,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,8.3440000,7.6800000
HD 37605 b,HD 37605,1,1,2,Radial Velocity,2004,55.01292000,0.277000,,,854.96270,2.69000,Msini,0.674500,,,K0,5329.00,0.91,0.94,0.270,[Fe/H],,5.650,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,9.4320000,8.6700000
HD 37605 c,HD 37605,1,1,2,Radial Velocity,2012,2720.00000000,3.740000,,,1013.87770,3.19000,Msini,0.030000,,,K0,5329.00,0.91,0.94,0.270,[Fe/H],,5.650,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,9.4320000,8.6700000
HD 3765 b,HD 3765,1,1,1,Radial Velocity,2021,1211.00000000,2.108000,,,54.98431,0.17300,Msini,0.298000,,,,5049.80,0.83,0.85,0.172,[Fe/H],4.53,,00h40m49.75s,10.2072994,+40d11m03.45s,40.1842918,17.9260000,8.3150000,7.3600000
HD 38283 b,HD 38283,1,1,1,Radial Velocity,2010,363.20001000,1.020000,,,127.13200,0.40000,Msini,0.410000,,,,5981.00,1.49,1.37,-0.180,[Fe/H],4.23,,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615000,7.2600000,6.6900000
HD 38529 b,HD 38529,1,2,2,Radial Velocity,2000,14.30990000,0.115000,,,206.58846,0.65000,Msini,0.256000,,,,,,0.98,,,,,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,6.6990000,5.9284800
HD 38529 c,HD 38529,1,2,2,Radial Velocity,2000,2127.60566000,3.226000,,,3299.05886,10.38000,Mass,0.357000,,,,,,0.98,,,,,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,6.6990000,5.9284800
HD 38801 b,HD 38801,1,1,1,Radial Velocity,2009,685.25000000,1.623000,,,3082.31534,9.69800,Msini,0.017000,,,,5338.00,2.03,1.21,0.250,[Fe/H],3.88,6.072,05h47m59.12s,86.9963141,-08d19m40.89s,-8.3280256,91.4349000,9.1040000,8.2600000
HD 39091 b,HD 39091,1,1,3,Radial Velocity,2001,2088.75851000,3.311000,,,3917.23512,12.32500,Mass,0.642000,,,,,,1.10,,,,,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702000,6.2520000,5.6500000
HD 39194 b,HD 39194,1,1,3,Radial Velocity,2021,5.63680000,0.056000,,,4.00000,0.01259,Msini,0.207000,,,K0 V,5205.00,,0.67,-0.610,[Fe/H],4.53,10.000,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.8420000,8.0900000
HD 39194 c,HD 39194,1,1,3,Radial Velocity,2021,14.03000000,0.103000,,,6.30000,0.01982,Msini,0.154000,,,K0 V,5205.00,,0.67,-0.610,[Fe/H],4.53,10.000,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.8420000,8.0900000
HD 39194 d,HD 39194,1,1,3,Radial Velocity,2021,33.91000000,0.185000,,,4.00000,0.01259,Msini,0.333000,,,K0 V,5205.00,,0.67,-0.610,[Fe/H],4.53,10.000,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.8420000,8.0900000
HD 39855 b,HD 39855,1,1,1,Radial Velocity,2019,3.24980000,0.041000,,,8.50000,0.02674,Msini,0.140000,,,G8 V,5576.00,,0.87,,,,,05h54m30.26s,88.6260731,-19d42m16.01s,-19.7044472,23.2599000,8.1520000,7.5100000
HD 40307 b,HD 40307,1,1,5,Radial Velocity,2009,4.31230000,0.046800,,,4.00000,0.01260,Msini,0.200000,,,K2.5 V,4956.00,,0.77,-0.310,[Fe/H],4.47,4.500,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,8.1090000,7.1700000
HD 40307 c,HD 40307,1,1,5,Radial Velocity,2009,9.61840000,0.079900,,,6.60000,0.02080,Msini,0.060000,,,K2.5 V,4956.00,,0.77,-0.310,[Fe/H],4.47,4.500,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,8.1090000,7.1700000
HD 40307 d,HD 40307,1,1,5,Radial Velocity,2009,20.43200000,0.132100,,,9.50000,0.02990,Msini,0.070000,,,K2.5 V,4956.00,,0.77,-0.310,[Fe/H],4.47,4.500,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,8.1090000,7.1700000
HD 40307 f,HD 40307,1,1,5,Radial Velocity,2013,51.76000000,0.247000,,,5.20000,0.01640,Msini,0.020000,,,K2.5 V,4956.00,,0.77,-0.310,[Fe/H],4.47,4.500,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,8.1090000,7.1700000
HD 40307 g,HD 40307,1,1,5,Radial Velocity,2013,197.80000000,0.600000,,,7.10000,0.02230,Msini,0.290000,,,K2.5 V,4956.00,,0.77,-0.310,[Fe/H],4.47,4.500,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,8.1090000,7.1700000
